annotation_id,annotation_uri,pleiades_place_id,pleiades_place_uri,citation_reference,citation_uri,citation_title,creator,created,place_name,latitude,longitude,location_precision,place_description
608,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#608,570685,http://pleiades.stoa.org/places/570577#this,greekLit:tlg0003.tlg001.perseus-eng3:3.94,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.94,"Thucydides, The Peloponnesian War 3.94",Perseus Digital Library,2013-10-16,Sparta,37.08184552460426,22.42468254617709,precise,"The large peninsula protuding into the Mediterranean Sea that constitutes the southern part of Greece. It is largely separated from mainland Greece on the north by the Corinthian Gulf, joining it only in the northeast via the narrow Isthmus of Corinth."
609,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#609,570685,http://pleiades.stoa.org/places/570577#this,greekLit:tlg0003.tlg001.perseus-eng3:3.102,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.102,"Thucydides, The Peloponnesian War 3.102",Perseus Digital Library,2013-10-16,Sparta,37.08184552460426,22.42468254617709,precise,"The large peninsula protuding into the Mediterranean Sea that constitutes the southern part of Greece. It is largely separated from mainland Greece on the north by the Corinthian Gulf, joining it only in the northeast via the narrow Isthmus of Corinth."
610,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#610,570685,http://pleiades.stoa.org/places/570577#this,greekLit:tlg0003.tlg001.perseus-eng3:3.105,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.105,"Thucydides, The Peloponnesian War 3.105",Perseus Digital Library,2013-10-16,Sparta,37.08184552460426,22.42468254617709,precise,"The large peninsula protuding into the Mediterranean Sea that constitutes the southern part of Greece. It is largely separated from mainland Greece on the north by the Corinthian Gulf, joining it only in the northeast via the narrow Isthmus of Corinth."
695,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#695,541157,http://pleiades.stoa.org/places/541157#this,greekLit:tlg0003.tlg001.perseus-eng3:3.92,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.92,"Thucydides, The Peloponnesian War 3.92",Perseus Digital Library,2013-10-16,Trachis/Herakleia,38.792037,22.447577,precise,"An ancient place, cited: BAtlas 55 C3 Trachis/Herakleia"
696,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#696,541157,http://pleiades.stoa.org/places/541157#this,greekLit:tlg0003.tlg001.perseus-eng3:3.100,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.100,"Thucydides, The Peloponnesian War 3.100",Perseus Digital Library,2013-10-16,Trachis/Herakleia,38.792037,22.447577,precise,"An ancient place, cited: BAtlas 55 C3 Trachis/Herakleia"
781,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#781,1001896,http://pleiades.stoa.org/places/1001896#this,greekLit:tlg0003.tlg001.perseus-eng3:3.32,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.32,"Thucydides, The Peloponnesian War 3.32",Perseus Digital Library,2013-10-16,Hellas,37.5,22.5,rough,"Hellas was an administrative region of the Late Roman Empire, included in the prefecture of Illyrikon according to Hierocles."
782,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#782,1001896,http://pleiades.stoa.org/places/1001896#this,greekLit:tlg0003.tlg001.perseus-eng3:3.54,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.54,"Thucydides, The Peloponnesian War 3.54",Perseus Digital Library,2013-10-16,Hellas,37.5,22.5,rough,"Hellas was an administrative region of the Late Roman Empire, included in the prefecture of Illyrikon according to Hierocles."
783,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#783,1001896,http://pleiades.stoa.org/places/1001896#this,greekLit:tlg0003.tlg001.perseus-eng3:3.57,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.57,"Thucydides, The Peloponnesian War 3.57",Perseus Digital Library,2013-10-16,Hellas,37.5,22.5,rough,"Hellas was an administrative region of the Late Roman Empire, included in the prefecture of Illyrikon according to Hierocles."
785,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#785,1001896,http://pleiades.stoa.org/places/1001896#this,greekLit:tlg0003.tlg001.perseus-eng3:3.62,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.62,"Thucydides, The Peloponnesian War 3.62",Perseus Digital Library,2013-10-16,Hellas,37.5,22.5,rough,"Hellas was an administrative region of the Late Roman Empire, included in the prefecture of Illyrikon according to Hierocles."
787,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#787,1001896,http://pleiades.stoa.org/places/1001896#this,greekLit:tlg0003.tlg001.perseus-eng3:3.63,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.63,"Thucydides, The Peloponnesian War 3.63",Perseus Digital Library,2013-10-16,Hellas,37.5,22.5,rough,"Hellas was an administrative region of the Late Roman Empire, included in the prefecture of Illyrikon according to Hierocles."
818,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#818,543694,http://pleiades.stoa.org/places/543856#this,greekLit:tlg0003.tlg001.perseus-eng3:3.18,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.18,"Thucydides, The Peloponnesian War 3.18",Perseus Digital Library,2013-10-16,Pyrrha,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
821,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#821,642555,http://pleiades.stoa.org/places/642555#this,greekLit:tlg0003.tlg001.perseus-eng3:3.18,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.18,"Thucydides, The Peloponnesian War 3.18",Perseus Digital Library,2013-10-16,Unknown (642555),,,,
822,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#822,543694,http://pleiades.stoa.org/places/543856#this,greekLit:tlg0003.tlg001.perseus-eng3:3.25,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.25,"Thucydides, The Peloponnesian War 3.25",Perseus Digital Library,2013-10-16,Pyrrha,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
825,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#825,642555,http://pleiades.stoa.org/places/642555#this,greekLit:tlg0003.tlg001.perseus-eng3:3.25,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.25,"Thucydides, The Peloponnesian War 3.25",Perseus Digital Library,2013-10-16,Unknown (642555),,,,
826,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#826,543694,http://pleiades.stoa.org/places/543856#this,greekLit:tlg0003.tlg001.perseus-eng3:3.35,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.35,"Thucydides, The Peloponnesian War 3.35",Perseus Digital Library,2013-10-16,Pyrrha,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
829,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#829,642555,http://pleiades.stoa.org/places/642555#this,greekLit:tlg0003.tlg001.perseus-eng3:3.35,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.35,"Thucydides, The Peloponnesian War 3.35",Perseus Digital Library,2013-10-16,Unknown (642555),,,,
1037,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1037,543732,http://pleiades.stoa.org/places/543732#this,greekLit:tlg0003.tlg001.perseus-eng3:3.31,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.31,"Thucydides, The Peloponnesian War 3.31",Perseus Digital Library,2013-10-16,Ionia,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
1038,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1038,543732,http://pleiades.stoa.org/places/543732#this,greekLit:tlg0003.tlg001.perseus-eng3:3.32,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.32,"Thucydides, The Peloponnesian War 3.32",Perseus Digital Library,2013-10-16,Ionia,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
1039,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1039,543732,http://pleiades.stoa.org/places/543732#this,greekLit:tlg0003.tlg001.perseus-eng3:3.33,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.33,"Thucydides, The Peloponnesian War 3.33",Perseus Digital Library,2013-10-16,Ionia,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
1040,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1040,543732,http://pleiades.stoa.org/places/543732#this,greekLit:tlg0003.tlg001.perseus-eng3:3.36,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.36,"Thucydides, The Peloponnesian War 3.36",Perseus Digital Library,2013-10-16,Ionia,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
1041,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1041,543732,http://pleiades.stoa.org/places/543732#this,greekLit:tlg0003.tlg001.perseus-eng3:3.76,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.76,"Thucydides, The Peloponnesian War 3.76",Perseus Digital Library,2013-10-16,Ionia,,,rough,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today"
1146,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1146,570474,http://pleiades.stoa.org/places/570474#this,greekLit:tlg0003.tlg001.perseus-eng3:3.91,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.91,"Thucydides, The Peloponnesian War 3.91",Perseus Digital Library,2013-10-16,Melos,36.743864,24.423276,precise,"An ancient place, cited: BAtlas 58 G4 Melos"
1152,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1152,570474,http://pleiades.stoa.org/places/570474#this,greekLit:tlg0003.tlg001.perseus-eng3:3.94,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.94,"Thucydides, The Peloponnesian War 3.94",Perseus Digital Library,2013-10-16,Melos,36.743864,24.423276,precise,"An ancient place, cited: BAtlas 58 G4 Melos"
1214,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1214,579844,http://pleiades.stoa.org/places/579844#this,greekLit:tlg0003.tlg001.perseus-eng3:3.72,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.72,"Thucydides, The Peloponnesian War 3.72",Perseus Digital Library,2013-10-16,Aegina (island),37.73456251315417,23.489302083723413,precise,"An island in the Saronic gulf that is surrounded by Attica, Megaris, and Epidaurus."
1360,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1360,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.2,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.2,"Thucydides, The Peloponnesian War 3.2",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1362,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1362,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.3,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.3,"Thucydides, The Peloponnesian War 3.3",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1364,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1364,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.4,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.4,"Thucydides, The Peloponnesian War 3.4",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1366,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1366,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.5,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.5,"Thucydides, The Peloponnesian War 3.5",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1367,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1367,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.10,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.10,"Thucydides, The Peloponnesian War 3.10",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1368,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1368,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.11,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.11,"Thucydides, The Peloponnesian War 3.11",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1369,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1369,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.15,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.15,"Thucydides, The Peloponnesian War 3.15",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1370,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1370,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.16,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.16,"Thucydides, The Peloponnesian War 3.16",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1371,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1371,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.17,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.17,"Thucydides, The Peloponnesian War 3.17",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1372,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1372,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.18,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.18,"Thucydides, The Peloponnesian War 3.18",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1373,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1373,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.20,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.20,"Thucydides, The Peloponnesian War 3.20",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1374,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1374,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.21,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.21,"Thucydides, The Peloponnesian War 3.21",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1375,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1375,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.24,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.24,"Thucydides, The Peloponnesian War 3.24",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1377,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1377,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.28,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.28,"Thucydides, The Peloponnesian War 3.28",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1378,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1378,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.29,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.29,"Thucydides, The Peloponnesian War 3.29",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1379,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1379,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.31,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.31,"Thucydides, The Peloponnesian War 3.31",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1380,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1380,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.32,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.32,"Thucydides, The Peloponnesian War 3.32",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1381,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1381,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.33,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.33,"Thucydides, The Peloponnesian War 3.33",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1382,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1382,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.34,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.34,"Thucydides, The Peloponnesian War 3.34",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1383,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1383,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.35,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.35,"Thucydides, The Peloponnesian War 3.35",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1384,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1384,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.36,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.36,"Thucydides, The Peloponnesian War 3.36",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1387,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1387,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.44,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.44,"Thucydides, The Peloponnesian War 3.44",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1388,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1388,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.50,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.50,"Thucydides, The Peloponnesian War 3.50",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1389,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1389,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.52,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.52,"Thucydides, The Peloponnesian War 3.52",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1390,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1390,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.56,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.56,"Thucydides, The Peloponnesian War 3.56",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1391,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1391,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.63,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.63,"Thucydides, The Peloponnesian War 3.63",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1393,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1393,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.68,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.68,"Thucydides, The Peloponnesian War 3.68",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1394,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1394,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.69,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.69,"Thucydides, The Peloponnesian War 3.69",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1395,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1395,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.70,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.70,"Thucydides, The Peloponnesian War 3.70",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1398,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1398,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.71,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.71,"Thucydides, The Peloponnesian War 3.71",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
1400,http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3#1400,579885,http://pleiades.stoa.org/places/579885#this,greekLit:tlg0003.tlg001.perseus-eng3:3.75,http://data.perseus.org/citations/urn:cts:greekLit:tlg0003.tlg001.perseus-eng3:3.75,"Thucydides, The Peloponnesian War 3.75",Perseus Digital Library,2013-10-16,Athens,37.97158606761233,23.72382469700237,rough,A major Greek city-state and the principal city of Attika. Modern Athens in Greece.
