UUID;FILE;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;TAGS;origin;pleiades_id;side;anonymous;offset;place_name;latitude;longitude;location_precision
9f57ecbb-7a1a-495b-9442-1b5dc85edb11;book3_thucydides_utf8.txt;Mitylenians;char-offset:5735;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;5735.0;Mytilene;39.110475;26.547048;precise
d93edc94-f7ed-479b-946c-97538884bbac;book3_thucydides_utf8.txt;Lesbians;char-offset:5851;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan;Lesbos;550696;Sparthan;TRUE;5851.0;Lesbos (island);39.17745702212158;26.237475540084517;rough
d48a36c1-6fa7-4d84-8987-ece8d92dc630;book3_thucydides_utf8.txt;Mitylenians;char-offset:6073;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;6073.0;Mytilene;39.110475;26.547048;precise
89688f75-d564-4a0e-8f5c-f6a4e8a24bf1;book3_thucydides_utf8.txt;Lesbians;char-offset:6148;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan;Lesbos;550696;Sparthan;TRUE;6148.0;Lesbos (island);39.17745702212158;26.237475540084517;rough
d6626a63-3f8f-4cdf-b0b0-87361978037e;book3_thucydides_utf8.txt;Leucadians;char-offset:7279;PERSON;group|origin:Leucas|pleiades:530975|side:Sparthan;Leucas;530975;Sparthan;TRUE;7279.0;Leucas (island);38.698754550170605;20.65365223867039;precise
b350019c-3227-4b48-baa4-5382c78fd9d5;book3_thucydides_utf8.txt;Mitylenians;char-offset:7334;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;7334.0;Mytilene;39.110475;26.547048;precise
a9efeab7-1239-4cc8-84ac-5c71040c80ca;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:7390;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;7390.0;Sparta;37.08184552460426;22.424682546177092;precise
d0031367-c966-47eb-befd-e71cf2fa5e9f;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:7720;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;7720.0;Sparta;37.08184552460426;22.424682546177092;precise
fb0a1ddf-fbed-4cf0-aaa9-4f2d44b289b9;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:12638;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;12638.0;Sparta;37.08184552460426;22.424682546177092;precise
1af56f4a-94cc-44cc-b738-5e618f108ea5;book3_thucydides_utf8.txt;Boeotians;char-offset:13022;PERSON;group|origin:Boetia|pleiades:540689|side:Sparthan;Boetia;540689;Sparthan;TRUE;13022.0;Boeotia;38.31689716720101;23.13491914185319;rough
c3a6176c-53ec-482a-bbee-745968ab76b9;book3_thucydides_utf8.txt;Mitylenians;char-offset:15212;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;15212.0;Mytilene;39.110475;26.547048;precise
0a056893-7ed1-4c17-932e-325d1c675460;book3_thucydides_utf8.txt;Mitylenians;char-offset:15530;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;15530.0;Mytilene;39.110475;26.547048;precise
934c68fd-783b-4f8c-8a31-108732fbbcf8;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:15571;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;15571.0;Sparta;37.08184552460426;22.424682546177092;precise
cd5501cd-7c9b-4cef-bcc4-90aca244d29b;book3_thucydides_utf8.txt;Lesbians;char-offset:15641;PERSON;side:Sparthan|group|origin:Lesbos|pleiades:550696;Lesbos;550696;Sparthan;TRUE;15641.0;Lesbos (island);39.17745702212158;26.237475540084517;rough
03abc390-bdad-4035-a392-02ad195bd99d;book3_thucydides_utf8.txt;the Lesbian fleet,;char-offset:16403;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan;Lesbos;550696;Sparthan;TRUE;16403.0;Lesbos (island);39.17745702212158;26.237475540084517;rough
0ab0eda5-5fd3-4d86-b449-667492f95ca1;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:16773;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;16773.0;Sparta;37.08184552460426;22.424682546177092;precise
75cf59a3-5378-431f-8b1a-6631cd48f7a0;book3_thucydides_utf8.txt;Lesbians;char-offset:16803;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan;Lesbos;550696;Sparthan;TRUE;16803.0;Lesbos (island);39.17745702212158;26.237475540084517;rough
52cadba3-ee9c-42ad-868a-1f9358cd3a43;book3_thucydides_utf8.txt;Alcidas;char-offset:17171;PERSON;side:Sparthan|origin:Sparta|pleiades:570685;Sparta;570685;Sparthan;FALSE;17171.0;Sparta;37.08184552460426;22.424682546177092;precise
69c36d4d-6258-4100-965c-36706f0f2c00;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:17304;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;17304.0;Sparta;37.08184552460426;22.424682546177092;precise
21137da9-1eae-4d87-bd9e-994cdb76fe2d;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:18389;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;18389.0;Sparta;37.08184552460426;22.424682546177092;precise
47df769b-51b8-4f30-baf6-e0e1834a75b1;book3_thucydides_utf8.txt;Mitylenians;char-offset:18429;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;18429.0;Mytilene;39.110475;26.547048;precise
1f26e888-17e2-4199-b944-0e137cf9b243;book3_thucydides_utf8.txt;Mitylenians;char-offset:19047;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;19047.0;Mytilene;39.110475;26.547048;precise
f5025fae-8f52-4e76-b245-65fcfb87f937;book3_thucydides_utf8.txt;Carians;char-offset:19993;PERSON;group|origin:Caria|pleiades:991381|side:Sparthan;Caria;991381;Sparthan;TRUE;19993.0;Caria (province);37.213929893451166;28.08853432374588;rough
c946fd64-2a15-4e4f-998c-7034dbc9a004;book3_thucydides_utf8.txt;the people of Anaia;char-offset:20005;PERSON;group|origin:Anaia|pleiades:599490|side:Sparthan;Anaia;599490;Sparthan;TRUE;20005.0;Kadıkalesi/Anaia;37.79149590244001;27.270302487715888;precise
8f3173b7-4b1a-4a42-b409-e7d356c2e170;book3_thucydides_utf8.txt;Peloponnesians;char-offset:20135;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;20135.0;Sparta;37.08184552460426;22.424682546177092;precise
