UUID;FILE;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;TAGS
dfe139fb-dde6-4bd6-9db1-9716fe4a7cc1;book3_thucydides_utf8.txt;Lemnians;char-offset:4873;PERSON;group|origin:Lemnos|pleiades:550693|side:Athenian
f1929d55-7c39-46ad-b132-5e2955c1bb10;book3_thucydides_utf8.txt;Mitylenians;char-offset:4924;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
1db6351c-80e7-4e5b-a790-3f54a7f81864;book3_thucydides_utf8.txt;Meleas;char-offset:5345;PERSON;origin:Laconia|pleiades:570406|side:Sparthan
6d60d2ee-d56d-4e51-8efe-67c6ae2c1ada;book3_thucydides_utf8.txt;Hermaeondas;char-offset:5369;PERSON;origin:Thebe|pleiades:541138|side:Sparthan
1c92ab8e-644d-4861-90cc-b02a735dd02e;book3_thucydides_utf8.txt;Mitylenians;char-offset:5636;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
90fa8897-ec71-4531-9e18-36417b70ca5e;book3_thucydides_utf8.txt;Athenians;char-offset:5682;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
9f57ecbb-7a1a-495b-9442-1b5dc85edb11;book3_thucydides_utf8.txt;Mitylenians;char-offset:5735;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
d93edc94-f7ed-479b-946c-97538884bbac;book3_thucydides_utf8.txt;Lesbians;char-offset:5851;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan
d48a36c1-6fa7-4d84-8987-ece8d92dc630;book3_thucydides_utf8.txt;Mitylenians;char-offset:6073;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
89688f75-d564-4a0e-8f5c-f6a4e8a24bf1;book3_thucydides_utf8.txt;Lesbians;char-offset:6148;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan
f0d36f2f-fe3e-4808-9e22-e14ee4fe168f;book3_thucydides_utf8.txt;Athenians;char-offset:6186;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
3142214e-b2ec-4f8a-8765-cdf16f54dfe7;book3_thucydides_utf8.txt;Athenians;char-offset:6367;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
3cec1fa3-ffd6-4dad-800a-e1af8f62fcf5;book3_thucydides_utf8.txt;Asopius;char-offset:6458;PERSON;origin:Athens|pleiades:579885|side:Athenian
2828d5d8-090c-4312-a838-a0ee16a6bc05;book3_thucydides_utf8.txt;Phormio;char-offset:6474;PERSON;origin:Athens|pleiades:579885|side:Athenian
a04722da-cba8-4b2c-9ec5-89b7aa03cfa6;book3_thucydides_utf8.txt;Acarnanians;char-offset:6487;PERSON;origin:Acarnania|pleiades:530767|side:Athenian|group
a4439449-2f9d-4589-abd8-37ecf0f451e8;book3_thucydides_utf8.txt;Phormio;char-offset:6567;PERSON;origin:Athens|pleiades:579885|side:Athenian
2e363416-e056-4fca-a0f4-cb9f48e5e0e4;book3_thucydides_utf8.txt;Asopius;char-offset:6667;PERSON;origin:Athens|pleiades:579885|side:Athenian
bf62f87e-06ca-46ac-a2f0-5cfcd6d5af50;book3_thucydides_utf8.txt;Acarnanian;char-offset:6792;PERSON;group|origin:Acarnania|pleiades:530767|side:Athenian
bbb61b1f-72a2-45ec-95d8-0c7272d3609a;book3_thucydides_utf8.txt;Athenians;char-offset:7225;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
d6626a63-3f8f-4cdf-b0b0-87361978037e;book3_thucydides_utf8.txt;Leucadians;char-offset:7279;PERSON;group|origin:Leucas|pleiades:530975|side:Sparthan
b350019c-3227-4b48-baa4-5382c78fd9d5;book3_thucydides_utf8.txt;Mitylenians;char-offset:7334;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
a9efeab7-1239-4cc8-84ac-5c71040c80ca;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:7390;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
4887837e-c66a-44d0-8e68-45d1a3a19179;book3_thucydides_utf8.txt;Dorieus;char-offset:7580;PERSON;origin:Rhodes|pleiades:589836|side:Athenian
d0031367-c966-47eb-befd-e71cf2fa5e9f;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:7720;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
a0b669ff-54ed-4690-825f-32b7400fb08e;book3_thucydides_utf8.txt;Athenians;char-offset:8315;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
bde24841-a5fe-47e5-807d-79f75a6c76cf;book3_thucydides_utf8.txt;Athenians;char-offset:8923;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
b8f8d828-c11e-4ae9-a63d-f68b28e34183;book3_thucydides_utf8.txt;Athenians;char-offset:9069;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
583adf40-50e6-432f-8365-4bd96c2ad137;book3_thucydides_utf8.txt;Athenians;char-offset:9202;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
fb0a1ddf-fbed-4cf0-aaa9-4f2d44b289b9;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:12638;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
1af56f4a-94cc-44cc-b738-5e618f108ea5;book3_thucydides_utf8.txt;Boeotians;char-offset:13022;PERSON;group|origin:Boetia|pleiades:540689|side:Sparthan
5dbcfc5b-10f8-49d2-83c6-b5055f784426;book3_thucydides_utf8.txt;Athenians;char-offset:13145;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
7ba92ce4-0115-4fa9-ae4c-ac78fbed15f8;book3_thucydides_utf8.txt;Athenians;char-offset:13255;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
17d4c802-2611-455c-959f-d3ae96f9b12b;book3_thucydides_utf8.txt;Athenians;char-offset:13702;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
01518380-1f0f-45b0-9a2e-56f8bccf82c9;book3_thucydides_utf8.txt;Athenians;char-offset:14748;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
c3a6176c-53ec-482a-bbee-745968ab76b9;book3_thucydides_utf8.txt;Mitylenians;char-offset:15212;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
0a056893-7ed1-4c17-932e-325d1c675460;book3_thucydides_utf8.txt;Mitylenians;char-offset:15530;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
934c68fd-783b-4f8c-8a31-108732fbbcf8;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:15571;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
cd5501cd-7c9b-4cef-bcc4-90aca244d29b;book3_thucydides_utf8.txt;Lesbians;char-offset:15641;PERSON;side:Sparthan|group|origin:Lesbos|pleiades:550696
d6b7d5fc-4529-4697-a061-7ef650843067;book3_thucydides_utf8.txt;Athenians;char-offset:16219;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
03abc390-bdad-4035-a392-02ad195bd99d;book3_thucydides_utf8.txt;the Lesbian fleet,;char-offset:16403;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan
8c3de9f5-ffec-40ae-a45a-f4ce72e75817;book3_thucydides_utf8.txt;the citizens of Athens;char-offset:16529;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
0ab0eda5-5fd3-4d86-b449-667492f95ca1;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:16773;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
75cf59a3-5378-431f-8b1a-6631cd48f7a0;book3_thucydides_utf8.txt;Lesbians;char-offset:16803;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan
52cadba3-ee9c-42ad-868a-1f9358cd3a43;book3_thucydides_utf8.txt;Alcidas;char-offset:17171;PERSON;side:Sparthan|origin:Sparta|pleiades:570685
0dce7d6b-9155-45fc-a1b9-29886b60864f;book3_thucydides_utf8.txt;Athenians;char-offset:17256;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
69c36d4d-6258-4100-965c-36706f0f2c00;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:17304;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
1c296e56-f3a3-43f8-ba6e-29d51198bb76;book3_thucydides_utf8.txt;Phormio;char-offset:18163;PERSON;origin:Athens|pleiades:579885|side:Athenian
21137da9-1eae-4d87-bd9e-994cdb76fe2d;book3_thucydides_utf8.txt;Lacedaemonians;char-offset:18389;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
47df769b-51b8-4f30-baf6-e0e1834a75b1;book3_thucydides_utf8.txt;Mitylenians;char-offset:18429;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
a94c4197-c957-458c-9d8e-c3fa8349d98b;book3_thucydides_utf8.txt;Athenians;char-offset:19019;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
1f26e888-17e2-4199-b944-0e137cf9b243;book3_thucydides_utf8.txt;Mitylenians;char-offset:19047;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
f0284e0a-681b-47f8-aa8d-36593926c3fd;book3_thucydides_utf8.txt;Paches;char-offset:19184;PERSON;origin:Athens|pleiades:579885|side:Athenian
9c5e47f7-4c7f-4c5b-9963-9b0ab507817e;book3_thucydides_utf8.txt;Epicurus;char-offset:19199;PERSON;origin:Athens|pleiades:579885|side:Athenian
9f0e6270-0ffc-48b4-8512-b5efe3539153;book3_thucydides_utf8.txt;Athenians;char-offset:19527;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
a1104238-7707-4ee8-af56-c75c9c4ad2c9;book3_thucydides_utf8.txt;Lysicles;char-offset:19741;PERSON;origin:Athens|pleiades:579885|side:Athenian
12aee37c-74fa-4d34-9e4a-2ca974040f8c;book3_thucydides_utf8.txt;Lysicles;char-offset:19853;PERSON;origin:Athens|pleiades:579885|side:Athenian
f5025fae-8f52-4e76-b245-65fcfb87f937;book3_thucydides_utf8.txt;Carians;char-offset:19993;PERSON;group|origin:Caria|pleiades:991381|side:Sparthan
c946fd64-2a15-4e4f-998c-7034dbc9a004;book3_thucydides_utf8.txt;the people of Anaia;char-offset:20005;PERSON;group|origin:Anaia|pleiades:599490|side:Sparthan
547d3f9d-292a-425a-8ecc-68830d64f50b;book3_thucydides_utf8.txt;Plataeans;char-offset:20087;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
8f3173b7-4b1a-4a42-b409-e7d356c2e170;book3_thucydides_utf8.txt;Peloponnesians;char-offset:20135;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
157ae8c8-c60b-44db-a222-4d1ed9666028;book3_thucydides_utf8.txt;Boeotians;char-offset:20154;PERSON;group|origin:Boetia|pleiades:540689|side:Sparthan
f0923186-d336-4ba6-89e7-c4f9279622dc;book3_thucydides_utf8.txt;Athenians;char-offset:20310;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
373a1525-4653-4bcd-99c8-6863f1561840;book3_thucydides_utf8.txt;Theaenetus;char-offset:20448;PERSON;origin:Athens|pleiades:579885|side:Athenian
663737e4-aebd-487f-b816-78b4c086385e;book3_thucydides_utf8.txt;Tolmides;char-offset:20467;PERSON;origin:Athens|pleiades:579885|side:Athenian
913a2b61-dde9-40fb-bae2-d85ca57331d3;book3_thucydides_utf8.txt;Eupompides;char-offset:20495;PERSON;origin:Athens|pleiades:579885|side:Athenian
b53c9a84-2806-4cd4-a5e8-ea7fd6a02cda;book3_thucydides_utf8.txt;Daimachus;char-offset:20514;PERSON;origin:Athens|pleiades:579885|side:Athenian
0d56b1df-ed57-4985-ab17-e0452476addf;book3_thucydides_utf8.txt;Peloponnesians;char-offset:21310;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
4006212f-1ab6-4bbb-9578-c0f146fe0889;book3_thucydides_utf8.txt;Plataeans;char-offset:21418;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
95f8a817-34f8-4986-86a4-1c5f8ce5766a;book3_thucydides_utf8.txt;Plataeans;char-offset:22146;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
337ca407-1bc2-453a-a9ef-9a6587793e56;book3_thucydides_utf8.txt;Ammias;char-offset:23064;PERSON;origin:Athens|pleiades:579885|side:Athenian
33b0ccba-af68-4fdb-ac7f-5daf6f3fbdbc;book3_thucydides_utf8.txt;Coroebus;char-offset:23079;PERSON;origin:Athens|pleiades:579885|side:Athenian
e2da59b8-ed5e-4305-a88d-bc5e358fe8bd;book3_thucydides_utf8.txt;Plataeans;char-offset:23572;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
90998d82-40c9-4c4b-9975-307fc7c37a01;book3_thucydides_utf8.txt;Plataeans;char-offset:23780;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
80bbbc66-7fb9-43f2-bbb4-32196ed72a86;book3_thucydides_utf8.txt;Peloponnesians;char-offset:23874;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
a3e7e074-4b0e-4646-a4ec-dd2b4d4232a6;book3_thucydides_utf8.txt;Plataeans;char-offset:24374;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
270c2f66-4c7a-41d7-a58f-d12aed841ffa;book3_thucydides_utf8.txt;Plataeans;char-offset:25604;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
ea4c79fc-6fbb-41f2-b0c9-308210203af2;book3_thucydides_utf8.txt;Plataeans;char-offset:26382;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
b9adb004-300f-4b0a-abd9-b41cc65d5d1a;book3_thucydides_utf8.txt;Peloponnesians;char-offset:26546;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
de15961c-c50d-4df6-923f-5642f0597a41;book3_thucydides_utf8.txt;Plataeans;char-offset:26839;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
417d1463-a3fc-4a88-a24f-f02f148f7340;book3_thucydides_utf8.txt;Peloponnesians;char-offset:27180;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
f5a9e1a1-ebda-46b2-af33-9baf4429ccfc;book3_thucydides_utf8.txt;Plataeans;char-offset:27252;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
fbdeb5d2-42cc-4daa-96cf-063edfade42e;book3_thucydides_utf8.txt;Plataean party;char-offset:27529;PERSON;group|origin:Platea|pleiades:541063|side:Athenian
523535de-e769-4525-9b4e-1ac651434211;book3_thucydides_utf8.txt;Salaethus;char-offset:27611;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
37344f42-1f60-4908-ab9e-43b3bf8e3dd8;book3_thucydides_utf8.txt;Mitylenians;char-offset:28081;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
f121d5ba-df46-4bf0-abef-1b366b198ccc;book3_thucydides_utf8.txt;Thucydides;char-offset:28254;PERSON;origin:Athens|pleiades:579885|side:Athenian
17a04254-0b2c-4f44-94fd-8deeff56f479;book3_thucydides_utf8.txt;Peloponnesians;char-offset:28308;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
8ff4a9f1-811f-4ae3-aaf0-8a9ebf6ac9b1;book3_thucydides_utf8.txt;Alcidas;char-offset:28372;PERSON;side:Sparthan|origin:Sparta|pleiades:570685
cfd6a1ce-5d42-44d9-8957-73ef885fcbf0;book3_thucydides_utf8.txt;Athenians;char-offset:28484;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
bcc1690c-3c27-4251-b71d-7473a48f8779;book3_thucydides_utf8.txt;Cleomenes;char-offset:28640;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
ef0c4ea9-dc23-4609-817d-ef2b4d9b5d4b;book3_thucydides_utf8.txt;Pausanias;char-offset:28672;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
aef7f972-7dc9-434a-be17-127038487d3e;book3_thucydides_utf8.txt;Pleistoanax;char-offset:28690;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
a33c9b07-f7a7-45cd-b0bf-c6b3c6889013;book3_thucydides_utf8.txt;Athenians;char-offset:28983;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
7438a381-4036-4d31-9852-4a0a76d74705;book3_thucydides_utf8.txt;Mitylenians;char-offset:29414;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
88554e9f-6cd7-447a-80a1-2c53a8180b51;book3_thucydides_utf8.txt;Athenians;char-offset:29594;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
93615e2a-becc-410b-9642-3412586ab544;book3_thucydides_utf8.txt;Salaethus;char-offset:29633;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
3f74f8ea-a897-487c-9a7f-fae6e4aff548;book3_thucydides_utf8.txt;Athenians;char-offset:29824;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
2029cf95-18f6-43b1-98b1-1154c7ba24a0;book3_thucydides_utf8.txt;Athenians;char-offset:30131;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
22a94ae8-b636-4c2a-9c13-1ee9f5343663;book3_thucydides_utf8.txt;Paches;char-offset:30318;PERSON;origin:Athens|pleiades:579885|side:Athenian
b70fd81d-34c0-4818-81b7-56a59b438f57;book3_thucydides_utf8.txt;Mitylenians;char-offset:30444;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
2712866d-3ae0-4878-b3a4-def80ce6bc1c;book3_thucydides_utf8.txt;Paches;char-offset:30534;PERSON;origin:Athens|pleiades:579885|side:Athenian
bb6c7790-a485-4582-ae27-5a1632864db7;book3_thucydides_utf8.txt;Paches;char-offset:30895;PERSON;origin:Athens|pleiades:579885|side:Athenian
71bd5a10-90b7-4bc9-b28e-cc86a17b1b05;book3_thucydides_utf8.txt;Athenians;char-offset:31020;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
8dc923ba-bf4d-4590-8b0a-1e34659484b7;book3_thucydides_utf8.txt;Paches;char-offset:31052;PERSON;origin:Athens|pleiades:579885|side:Athenian
f73030b6-3ec0-4dc9-a0ca-37ad3be583ff;book3_thucydides_utf8.txt;Peloponnesians;char-offset:31185;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
2373125e-f2d5-4c53-82df-2f202fc26ed5;book3_thucydides_utf8.txt;Athenians;char-offset:31420;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
c85b7404-765a-42d1-80c6-c3caac3f6a6b;book3_thucydides_utf8.txt;Teutiaplus;char-offset:31730;PERSON;origin:Elis|pleiades:570221|side:Sparthan
aa565412-db2c-43e6-a738-5e76906d6a88;book3_thucydides_utf8.txt;Alcidas;char-offset:31785;PERSON;side:Sparthan|origin:Sparta|pleiades:570685
42ab27d1-5826-4957-a7dc-13ecb990cef8;book3_thucydides_utf8.txt;Peloponnesians;char-offset:31797;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
de34dd08-1f94-4c69-8c65-5a22178d3b9d;book3_thucydides_utf8.txt;Athenians;char-offset:31969;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
3481dbb9-895c-4cc5-8a25-8711461ba475;book3_thucydides_utf8.txt;Teutiaplus;char-offset:32824;PERSON;origin:Elis|pleiades:570221|side:Sparthan
307d6d0e-4eaf-4e6b-91f4-28d6cc013d5f;book3_thucydides_utf8.txt;Alcidas;char-offset:32851;PERSON;side:Sparthan|origin:Sparta|pleiades:570685
1becb05d-922e-4c6a-b875-afed32aeb1d0;book3_thucydides_utf8.txt;Lesbians;char-offset:32894;PERSON;group|origin:Lesbos|pleiades:550696|side:Sparthan
b4990a0b-9413-4128-a858-b729a7c839f9;book3_thucydides_utf8.txt;Pissuthnes;char-offset:33369;PERSON;origin:Lydia|pleiades:550701|side:Sparthan
b632f242-bf0d-4e25-b27b-132fbcdc975c;book3_thucydides_utf8.txt;Alcidas;char-offset:33418;PERSON;side:Sparthan|origin:Sparta|pleiades:570685
e1415fc1-61ef-4a48-8d98-91564cf79d62;book3_thucydides_utf8.txt;Samians;char-offset:33841;PERSON;group|origin:Samia|pleiades:570653|side:Athenian
bf8f595c-fa9a-4062-9c8e-00a50b7ea233;book3_thucydides_utf8.txt;Alcidas;char-offset:34160;PERSON;side:Sparthan|origin:Sparta|pleiades:570685
4047ab1c-9bcd-4f66-a8d7-f2f44e4ea689;book3_thucydides_utf8.txt;Chians;char-offset:34203;PERSON;group|origin:Chios|pleiades:550496|side:Athenian
a5543b2f-68b1-4422-b7af-bb2189f63c70;book3_thucydides_utf8.txt;Athenians;char-offset:34432;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
90be22a9-1398-485c-a7a1-cba96a8ba264;book3_thucydides_utf8.txt;Peloponnesian ships;char-offset:34460;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
59605c49-ffd1-4dea-92dd-b1268a3b3557;book3_thucydides_utf8.txt;Alcidas;char-offset:34526;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
f36bb270-88e7-4e02-9b27-5a2906e92e56;book3_thucydides_utf8.txt;Salaminian;char-offset:34586;PERSON;group|origin:Salaminiae|pleiades:711267|side:Athenian
60870038-9dbf-4027-b5df-87ca7e356f9e;book3_thucydides_utf8.txt;Paralian galleys;char-offset:34601;PERSON;group|origin:Paralia|pleiades:580058|side:Athenian
7083d1b7-1554-4541-bb3b-23506a9785d8;book3_thucydides_utf8.txt;Paches;char-offset:34873;PERSON;origin:Athens|pleiades:579885|side:Athenian
aba8cfb8-9c12-48b2-889f-0b5629cc1f4b;book3_thucydides_utf8.txt;Peloponnesians;char-offset:34987;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
3631d1c0-b111-48bd-b2d7-debd5d79447e;book3_thucydides_utf8.txt;Paralian;char-offset:35127;PERSON;group|origin:Paralia|pleiades:580058|side:Athenian
7317a49c-5c9b-45a7-a0f7-fdd604dd0162;book3_thucydides_utf8.txt;Salaminian;char-offset:35140;PERSON;group|origin:Salaminiae|pleiades:711267|side:Athenian
b65e4812-ca5d-4991-bda8-f4f1049e6047;book3_thucydides_utf8.txt;Paches;char-offset:35228;PERSON;origin:Athens|pleiades:579885|side:Athenian
b6e46708-7e77-4a8d-8c4a-6d1f8e54fc2e;book3_thucydides_utf8.txt;Alcidas;char-offset:35341;PERSON;side:Sparthan|origin:Sparta|pleiades:570685
1942b40c-7e1f-464b-a317-cad2a85e6ac7;book3_thucydides_utf8.txt;Colophonians;char-offset:35721;PERSON;group|origin:Colophon|pleiades:599577|side:Athenian
4033b9c8-d5b2-4dfc-9aa6-d5d44090f6cd;book3_thucydides_utf8.txt;Itamenes;char-offset:35785;PERSON;origin:Lydia|pleiades:550701|side:Sparthan
6eb844ce-eafe-4f89-8a54-58fa31ac1195;book3_thucydides_utf8.txt;barbarians;char-offset:35802;PERSON;group|origin:Lydia|pleiades:550701|side:Sparthan
f46bca58-ee29-41fc-bcde-7c5ac9927dfc;book3_thucydides_utf8.txt;Arcadian;char-offset:36084;PERSON;group|origin:Arcadia|pleiades:570102|side:Sparthan
28e0a07c-38ab-49a2-90ee-cd643908e8c1;book3_thucydides_utf8.txt;barbarian mercenaries;char-offset:36097;PERSON;group|origin:Lydia|pleiades:550701|side:Sparthan
b8ec07be-1a85-4d12-a30a-5313a2eefc92;book3_thucydides_utf8.txt;Pissuthnes;char-offset:36124;PERSON;origin:Lydia|pleiades:550701|side:Sparthan
407aca5b-db7b-45a0-8f29-07090e325e3b;book3_thucydides_utf8.txt;Colophonians;char-offset:36230;PERSON;group|origin:Colophon|pleiades:599577|side:Athenian
93aff4f8-3343-45c3-9225-d7faf3109846;book3_thucydides_utf8.txt;Paches;char-offset:36338;PERSON;origin:Athens|pleiades:579885|side:Athenian
5d7e31fe-b75b-4d36-b4c6-0f94fccfa4e7;book3_thucydides_utf8.txt;Hippias;char-offset:36362;PERSON;origin:Arcadia|pleiades:570102|side:Sparthan
300e2d9a-2f7d-47f3-b8aa-0c0d3cf7e36d;book3_thucydides_utf8.txt;Arcadians;char-offset:36392;PERSON;group|origin:Arcadia|pleiades:570102|side:Sparthan
148c282d-8e03-4931-91c0-3dccd38976bf;book3_thucydides_utf8.txt;Arcadians;char-offset:36708;PERSON;group|origin:Arcadia|pleiades:570102|side:Sparthan
28d62fdf-f8e6-4e3d-9c65-088dec41bb34;book3_thucydides_utf8.txt;barbarians;char-offset:36726;PERSON;group|origin:Lydia|pleiades:550701|side:Sparthan
4484033d-537d-4ad9-be40-a2c678f70088;book3_thucydides_utf8.txt;Hippias;char-offset:36779;PERSON;origin:Arcadia|pleiades:570102|side:Sparthan
544ec2d0-5206-4b44-bd40-5793fadc3dc8;book3_thucydides_utf8.txt;Paches;char-offset:36880;PERSON;origin:Athens|pleiades:579885|side:Athenian
3b281e56-09a6-41ba-93b1-1cc83fbad8ee;book3_thucydides_utf8.txt;Colophonians;char-offset:36914;PERSON;group|origin:Colophon|pleiades:599577|side:Athenian
a5cf3e76-56b8-4fdf-87a1-73c60387c337;book3_thucydides_utf8.txt;Colophonians;char-offset:37080;PERSON;group|origin:Colophon|pleiades:599577|side:Athenian
0af581df-2d3c-463c-a436-d0ea93005b89;book3_thucydides_utf8.txt;Paches;char-offset:37146;PERSON;origin:Athens|pleiades:579885|side:Athenian
4f1b2487-9bc7-4c48-bd10-679f6ac9836e;book3_thucydides_utf8.txt;Salaethus;char-offset:37211;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
f5bcc57e-451f-4aaa-b5cd-b30be940dd57;book3_thucydides_utf8.txt;Mitylenians;char-offset:37287;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
103e60d8-40d1-4994-8078-5202d754b576;book3_thucydides_utf8.txt;Salaethus;char-offset:37576;PERSON;origin:Sparta|pleiades:570685|side:Sparthan
93d9c343-f857-4aff-a69c-a30a7a00fe9b;book3_thucydides_utf8.txt;Athenians;char-offset:37591;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
d057c765-dd28-484b-a33a-b70c6e906de4;book3_thucydides_utf8.txt;Peloponnesians;char-offset:37708;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan
15b6e63f-37c0-4dd6-9702-0f5401d10440;book3_thucydides_utf8.txt;Athenians;char-offset:38160;PERSON;group|origin:Athens|pleiades:579885|side:Athenian
fbd602bd-c42e-4acd-ad54-a18d3521b4a2;book3_thucydides_utf8.txt;Paches;char-offset:38380;PERSON;origin:Athens|pleiades:579885|side:Athenian
8ef0b75c-97ef-4887-b676-6672b3b7742d;book3_thucydides_utf8.txt;Mitylenians;char-offset:38438;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
a7d69479-3dcc-4abd-adbf-bdfa2f3173b8;book3_thucydides_utf8.txt;Cleon;char-offset:39062;PERSON;origin:Athens|pleiades:579885|side:Athenian
9f7928fb-f494-4d82-835e-ea42bd9df1b3;book3_thucydides_utf8.txt;Cleaenetus;char-offset:39076;PERSON;origin:Athens|pleiades:579885|side:Athenian
024b129b-307b-4f83-9102-1abf20ad4df3;book3_thucydides_utf8.txt;Mitylenians;char-offset:39146;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
06da76db-3858-408a-83b4-bfdcdeb9bcba;book3_thucydides_utf8.txt;Mitylenians;char-offset:41216;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
7a01c872-c453-4b0d-ae2e-f570cb211d55;book3_thucydides_utf8.txt;Mitylenians;char-offset:41610;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan
ae7abf61-7a9a-432e-835a-483ba6d411f7;book3_thucydides_utf8.txt;Mitylenians;char-offset:44559;PERSON;group|pleiades:550763|side:Sparthan|origin:Mytilene
64c700a9-3661-4b2f-9ddf-95f39c772bcb;book3_thucydides_utf8.txt;Mitylenians;char-offset:46013;PERSON;group|pleiades:550763|side:Sparthan|origin:Mytilene
c19a97c2-9734-4d2b-bff4-df9183afb214;book3_thucydides_utf8.txt;Mitylenians;char-offset:46973;PERSON;group|pleiades:550763|side:Sparthan|origin:Mytilene
